airline,date_of_journey,source,destination,dep_time,arrival_time,duration_minute,total_stops,additional_info,price
Jet Airways,2019-05-09,Kolkata,Banglore,16:30:00,18:15:00,1545,1,in-flight meal not included,8586
Air India,2019-06-15,Delhi,Cochin,05:10:00,08:00:00,170,0,no info,5201
Indigo,2019-03-24,Banglore,New Delhi,18:25:00,21:20:00,175,0,no info,7303
Jet Airways,2019-05-21,Delhi,Cochin,13:00:00,12:35:00,1415,1,in-flight meal not included,12898
Indigo,2019-06-03,Kolkata,Banglore,15:15:00,17:45:00,150,0,no info,4804
Jet Airways,2019-04-12,Banglore,Delhi,06:00:00,08:45:00,165,0,in-flight meal not included,5198
Air India,2019-03-12,Kolkata,Banglore,20:45:00,23:20:00,155,0,no info,4435
Multiple Carriers,2019-06-24,Delhi,Cochin,09:45:00,16:10:00,385,1,no info,9646
Jet Airways,2019-06-09,Delhi,Cochin,10:00:00,04:25:00,1105,1,in-flight meal not included,10262
Jet Airways,2019-06-24,Delhi,Cochin,11:00:00,14:15:00,195,0,no info,9564
Jet Airways,2019-06-06,Kolkata,Banglore,20:25:00,19:10:00,1365,1,no info,14151
Jet Airways,2019-05-18,Delhi,Cochin,14:00:00,04:25:00,865,1,in-flight meal not included,12373
Spicejet,2019-06-09,Kolkata,Banglore,09:00:00,11:25:00,145,0,no check-in baggage included,3841
Jet Airways,2019-06-21,Banglore,Delhi,08:20:00,11:20:00,180,0,no info,8016
Multiple Carriers,2019-06-01,Delhi,Cochin,07:05:00,16:10:00,545,1,no info,9646
Air India,2019-06-12,Delhi,Cochin,07:10:00,07:40:00,1470,2,no info,12488
Indigo,2019-06-12,Kolkata,Banglore,06:20:00,10:20:00,240,1,no info,4226
Indigo,2019-06-24,Delhi,Cochin,16:00:00,01:30:00,570,1,no info,6316
Multiple Carriers,2019-03-06,Delhi,Cochin,09:00:00,21:00:00,720,1,in-flight meal not included,15136
Spicejet,2019-05-01,Banglore,Delhi,09:30:00,12:20:00,170,0,no info,4423
Jet Airways,2019-05-09,Delhi,Cochin,13:25:00,12:35:00,1390,2,no info,15129
Multiple Carriers,2019-03-09,Delhi,Cochin,07:30:00,19:45:00,735,1,no info,12615
Vistara,2019-05-01,Kolkata,Banglore,07:10:00,22:40:00,930,1,no info,8452
Jet Airways,2019-05-01,Kolkata,Banglore,09:35:00,19:10:00,575,1,no info,11467
Indigo,2019-04-24,Kolkata,Banglore,22:15:00,00:50:00,155,0,no info,4804
Indigo,2019-06-09,Delhi,Cochin,06:50:00,22:30:00,940,1,no info,6442
Indigo,2019-03-18,Mumbai,Hyderabad,19:05:00,20:30:00,85,0,no info,2754
Indigo,2019-05-27,Chennai,Kolkata,22:05:00,00:25:00,140,0,no info,5277
Jet Airways,2019-05-18,Kolkata,Banglore,09:35:00,14:25:00,1730,1,no info,13067
Indigo,2019-06-15,Delhi,Cochin,10:35:00,01:30:00,895,1,no info,5883
Jet Airways,2019-05-12,Kolkata,Banglore,20:00:00,08:15:00,735,1,no info,13941
Indigo,2019-05-15,Delhi,Cochin,17:30:00,01:30:00,480,1,no info,6979
Jet Airways,2019-05-18,Kolkata,Banglore,21:10:00,09:20:00,730,1,no info,14388
Jet Airways,2019-06-03,Delhi,Cochin,19:30:00,04:25:00,535,2,no info,13014
Jet Airways,2019-06-06,Delhi,Cochin,20:55:00,04:25:00,450,1,in-flight meal not included,10262
Air India,2019-03-03,Delhi,Cochin,21:30:00,19:15:00,1305,2,no info,12497
Multiple Carriers,2019-05-15,Delhi,Cochin,08:45:00,21:00:00,735,1,no info,7670
Indigo,2019-05-27,Delhi,Cochin,14:25:00,17:40:00,195,0,no info,6015
Indigo,2019-03-06,Delhi,Cochin,06:40:00,21:20:00,880,2,no info,6610
Jet Airways,2019-06-06,Delhi,Cochin,18:25:00,04:25:00,600,2,in-flight meal not included,12142
Spicejet,2019-05-03,Chennai,Kolkata,09:45:00,12:00:00,135,0,no check-in baggage included,3859
Indigo,2019-06-24,Kolkata,Banglore,20:20:00,22:55:00,155,0,no info,4804
Jet Airways,2019-03-12,Banglore,New Delhi,22:55:00,15:15:00,980,1,no info,13817
Jet Airways,2019-05-21,Kolkata,Banglore,06:30:00,16:20:00,590,1,in-flight meal not included,10844
Indigo,2019-06-21,Mumbai,Hyderabad,02:35:00,04:05:00,90,0,no info,2754
Goair,2019-06-27,Delhi,Cochin,10:35:00,19:35:00,540,1,no info,3948
Indigo,2019-03-24,Kolkata,Banglore,20:25:00,23:05:00,160,0,no info,8872
Jet Airways,2019-06-12,Delhi,Cochin,02:15:00,12:35:00,620,1,no info,18371
Spicejet,2019-06-06,Chennai,Kolkata,17:45:00,20:05:00,140,0,no check-in baggage included,3543
Jet Airways,2019-06-15,Banglore,Delhi,11:10:00,14:05:00,175,0,no info,8016
Goair,2019-06-03,Delhi,Cochin,07:00:00,12:55:00,355,1,no info,4959
Indigo,2019-06-24,Delhi,Cochin,05:05:00,12:10:00,425,1,no info,6442
Indigo,2019-04-15,Delhi,Cochin,06:50:00,16:10:00,560,1,no info,6442
Air India,2019-06-12,Delhi,Cochin,05:00:00,19:15:00,2295,2,no info,9443
Jet Airways,2019-06-12,Delhi,Cochin,10:00:00,04:25:00,1105,1,in-flight meal not included,10262
Indigo,2019-03-09,Banglore,New Delhi,04:00:00,06:50:00,170,0,no info,4777
Jet Airways,2019-06-09,Delhi,Cochin,13:00:00,19:00:00,360,1,in-flight meal not included,10262
Jet Airways,2019-06-01,Delhi,Cochin,19:15:00,19:00:00,1425,1,in-flight meal not included,10262
Jet Airways,2019-06-09,Delhi,Cochin,08:00:00,04:25:00,1225,1,in-flight meal not included,10262
Multiple Carriers,2019-03-03,Delhi,Cochin,12:50:00,01:35:00,765,1,no info,18192
Multiple Carriers,2019-05-09,Delhi,Cochin,11:30:00,21:00:00,570,1,no info,13727
Air India,2019-04-09,Delhi,Cochin,05:10:00,08:00:00,170,0,no info,4729
Air India,2019-06-15,Delhi,Cochin,05:55:00,19:15:00,800,2,no info,12646
Air India,2019-03-01,Banglore,New Delhi,05:50:00,22:45:00,1015,1,no info,14069
Jet Airways,2019-03-06,Mumbai,Hyderabad,13:05:00,16:50:00,1665,2,no info,21375
Air India,2019-03-21,Delhi,Cochin,18:30:00,19:15:00,1485,2,no info,10703
Multiple Carriers,2019-06-06,Delhi,Cochin,07:30:00,19:00:00,690,1,no info,12524
Jet Airways,2019-06-01,Mumbai,Hyderabad,02:55:00,04:20:00,85,0,no info,5678
Air Asia,2019-05-09,Kolkata,Banglore,10:20:00,12:55:00,155,0,no info,4409
Goair,2019-04-24,Delhi,Cochin,07:25:00,13:35:00,370,1,no info,4692
Indigo,2019-06-12,Banglore,Delhi,06:05:00,08:50:00,165,0,no info,3943
Jet Airways,2019-06-24,Delhi,Cochin,16:00:00,12:35:00,1235,1,in-flight meal not included,10262
Indigo,2019-06-18,Kolkata,Banglore,17:15:00,19:50:00,155,0,no info,4804
Multiple Carriers,2019-06-27,Delhi,Cochin,10:20:00,19:15:00,535,1,no info,7741
Multiple Carriers,2019-06-12,Delhi,Cochin,13:05:00,22:30:00,565,1,no info,9646
Indigo,2019-05-01,Chennai,Kolkata,05:15:00,07:40:00,145,0,no info,3850
Air India,2019-05-06,Kolkata,Banglore,14:35:00,15:20:00,1485,1,no info,6528
Jet Airways,2019-03-21,Delhi,Cochin,22:00:00,18:50:00,1250,1,in-flight meal not included,6017
Air India,2019-06-06,Delhi,Cochin,12:00:00,19:15:00,435,2,no info,8603
Jet Airways,2019-06-06,Kolkata,Banglore,06:30:00,04:40:00,1330,1,in-flight meal not included,8586
Spicejet,2019-06-15,Mumbai,Hyderabad,13:15:00,14:45:00,90,0,no check-in baggage included,1965
Air India,2019-06-15,Banglore,Delhi,13:20:00,16:10:00,170,0,no info,6961
Air India,2019-03-06,Banglore,New Delhi,12:00:00,23:25:00,685,3,no info,14195
Jet Airways,2019-05-21,Kolkata,Banglore,14:05:00,10:05:00,1200,1,in-flight meal not included,9663
Multiple Carriers,2019-05-27,Delhi,Cochin,09:00:00,19:00:00,600,1,no info,10407
Indigo,2019-05-15,Kolkata,Banglore,22:15:00,00:50:00,155,0,no info,4804
Indigo,2019-03-03,Chennai,Kolkata,07:55:00,10:15:00,140,0,no info,7295
Air India,2019-05-21,Kolkata,Banglore,09:25:00,18:30:00,545,1,no info,8366
Jet Airways,2019-06-27,Delhi,Cochin,20:55:00,19:00:00,1325,1,in-flight meal not included,10262
Air India,2019-05-21,Delhi,Cochin,13:05:00,09:25:00,1220,2,no info,10467
Spicejet,2019-04-18,Kolkata,Banglore,09:00:00,11:25:00,145,0,no info,4174
Air India,2019-05-09,Kolkata,Banglore,08:20:00,07:55:00,1415,2,no info,10697
Indigo,2019-04-06,Delhi,Cochin,10:35:00,15:35:00,300,1,no info,5073
Air India,2019-06-06,Kolkata,Banglore,20:45:00,23:20:00,155,0,no info,4145
Jet Airways,2019-06-12,Delhi,Cochin,11:45:00,04:25:00,1000,2,no info,13882
Multiple Carriers,2019-06-01,Delhi,Cochin,11:30:00,19:15:00,465,1,no info,16108
Spicejet,2019-05-15,Kolkata,Banglore,22:20:00,00:40:00,140,0,no check-in baggage included,3841
Spicejet,2019-06-15,Kolkata,Banglore,14:55:00,17:25:00,150,0,no check-in baggage included,3841
Spicejet,2019-05-01,Kolkata,Banglore,09:00:00,11:25:00,145,0,no info,4174
Air Asia,2019-04-03,Kolkata,Banglore,19:55:00,22:25:00,150,0,no info,4107
Indigo,2019-04-09,Delhi,Cochin,10:35:00,01:30:00,895,1,no info,6270
Jet Airways,2019-06-12,Delhi,Cochin,05:30:00,19:00:00,810,2,no info,13014
Jet Airways,2019-05-09,Kolkata,Banglore,08:25:00,04:40:00,1215,1,no info,13941
Indigo,2019-06-15,Banglore,Delhi,10:30:00,13:20:00,170,0,no info,3943
Jet Airways,2019-03-12,Banglore,New Delhi,18:55:00,10:25:00,930,1,in-flight meal not included,11087
Jet Airways,2019-03-27,Delhi,Cochin,17:35:00,04:25:00,650,2,in-flight meal not included,9412
Spicejet,2019-03-18,Kolkata,Banglore,06:55:00,09:35:00,160,0,no info,4465
Vistara,2019-05-01,Kolkata,Banglore,20:20:00,20:20:00,1440,1,no info,8610
Jet Airways,2019-06-27,Delhi,Cochin,20:00:00,19:00:00,1380,2,no info,14300
Air India,2019-05-12,Kolkata,Banglore,16:45:00,08:55:00,970,2,no info,13437
Indigo,2019-06-06,Kolkata,Banglore,15:15:00,20:30:00,315,1,no info,5170
Air India,2019-06-24,Delhi,Cochin,10:55:00,07:40:00,1245,2,no info,11753
Air Asia,2019-04-01,Kolkata,Banglore,06:50:00,10:30:00,220,1,no info,5162
Jet Airways,2019-05-12,Kolkata,Banglore,20:00:00,09:20:00,800,1,no info,14388
Indigo,2019-06-12,Delhi,Cochin,16:00:00,01:30:00,570,1,no info,6316
Spicejet,2019-04-09,Banglore,Delhi,09:30:00,12:20:00,170,0,no check-in baggage included,4319
Jet Airways,2019-06-12,Delhi,Cochin,02:15:00,19:00:00,1005,1,no info,14714
Jet Airways,2019-05-09,Delhi,Cochin,09:40:00,12:35:00,1615,2,no info,15129
Air India,2019-03-21,Delhi,Cochin,13:00:00,19:15:00,375,1,no info,7934
Air India,2019-03-21,Kolkata,Banglore,20:45:00,23:20:00,155,0,no info,4435
Jet Airways,2019-04-09,Delhi,Cochin,05:30:00,19:00:00,810,2,no info,11664
Air India,2019-05-06,Kolkata,Banglore,12:00:00,21:50:00,590,2,no info,10151
Goair,2019-04-12,Banglore,Delhi,07:45:00,10:40:00,175,0,no info,6722
Vistara,2019-04-27,Banglore,Delhi,09:45:00,12:35:00,170,0,no info,5613
Air India,2019-06-09,Kolkata,Banglore,12:00:00,11:10:00,1390,2,no info,10151
Air India,2019-05-24,Kolkata,Banglore,09:25:00,10:30:00,1505,2,no info,12797
Jet Airways,2019-05-01,Banglore,Delhi,07:10:00,10:10:00,180,0,in-flight meal not included,4030
Indigo,2019-05-21,Mumbai,Hyderabad,19:05:00,20:35:00,90,0,no info,2754
Goair,2019-04-27,Banglore,Delhi,07:45:00,10:40:00,175,0,no info,5048
Air Asia,2019-05-27,Kolkata,Banglore,22:50:00,01:20:00,150,0,no info,3807
Spicejet,2019-03-21,Mumbai,Hyderabad,05:45:00,07:05:00,80,0,no info,3173
Jet Airways,2019-03-27,Delhi,Cochin,16:00:00,19:45:00,1665,1,in-flight meal not included,5963
Jet Airways,2019-06-24,Delhi,Cochin,06:45:00,04:25:00,1300,2,no info,13376
Jet Airways,2019-05-09,Delhi,Cochin,21:50:00,19:00:00,1270,1,no info,15554
Spicejet,2019-03-27,Kolkata,Banglore,09:00:00,11:30:00,150,0,no check-in baggage included,3815
Goair,2019-06-24,Banglore,Delhi,07:45:00,10:40:00,175,0,no info,3898
Air India,2019-03-24,Kolkata,Banglore,16:45:00,21:05:00,1700,1,no info,6535
Indigo,2019-03-03,Chennai,Kolkata,19:35:00,21:55:00,140,0,no info,7295
Multiple Carriers,2019-06-27,Delhi,Cochin,06:00:00,12:35:00,395,1,in-flight meal not included,10791
Air India,2019-06-09,Mumbai,Hyderabad,06:20:00,07:40:00,80,0,no info,3100
Indigo,2019-06-18,Banglore,Delhi,18:25:00,21:20:00,175,0,no info,4823
Jet Airways,2019-04-15,Banglore,Delhi,19:50:00,22:50:00,180,0,no info,7229
Jet Airways,2019-03-15,Banglore,New Delhi,08:00:00,15:15:00,435,1,in-flight meal not included,9134
Indigo,2019-06-01,Delhi,Cochin,21:50:00,03:35:00,345,1,no info,8238
Jet Airways,2019-05-09,Delhi,Cochin,11:30:00,12:35:00,1505,1,in-flight meal not included,12373
Multiple Carriers,2019-06-24,Delhi,Cochin,07:30:00,21:00:00,810,1,no info,7740
Jet Airways,2019-05-24,Delhi,Cochin,22:50:00,04:25:00,335,1,no info,16079
Air India,2019-06-06,Delhi,Cochin,16:40:00,19:15:00,1595,2,no info,9653
Jet Airways,2019-06-21,Mumbai,Hyderabad,19:35:00,21:05:00,90,0,in-flight meal not included,3210
Spicejet,2019-06-03,Delhi,Cochin,08:45:00,13:15:00,270,1,no info,5830
Jet Airways,2019-03-21,Delhi,Cochin,08:00:00,18:50:00,650,1,no info,12767
Jet Airways,2019-05-15,Kolkata,Banglore,10:20:00,17:35:00,435,1,in-flight meal not included,5608
Spicejet,2019-05-21,Kolkata,Banglore,17:10:00,19:40:00,150,0,no info,3873
Indigo,2019-05-21,Kolkata,Banglore,22:15:00,00:50:00,155,0,no info,4804
Goair,2019-06-01,Banglore,Delhi,11:40:00,14:30:00,170,0,no info,3898
Jet Airways,2019-05-21,Kolkata,Banglore,16:30:00,22:35:00,365,1,no info,14781
Air India,2019-05-18,Kolkata,Banglore,07:00:00,01:20:00,1100,2,no info,13873
Jet Airways,2019-06-12,Kolkata,Banglore,18:55:00,18:15:00,1400,1,in-flight meal not included,8529
Spicejet,2019-04-06,Delhi,Cochin,17:55:00,22:50:00,295,1,no info,4957
Jet Airways,2019-06-09,Delhi,Cochin,09:40:00,19:00:00,560,2,in-flight meal not included,10368
Multiple Carriers,2019-06-06,Delhi,Cochin,10:00:00,21:00:00,660,1,no info,7933
Air India,2019-03-24,Kolkata,Banglore,19:00:00,11:05:00,965,1,no info,5567
Jet Airways,2019-05-09,Kolkata,Banglore,16:30:00,18:15:00,1545,1,no info,13941
Air India,2019-03-06,Mumbai,Hyderabad,20:15:00,09:15:00,780,1,no info,9535
Indigo,2019-03-21,Delhi,Cochin,06:40:00,12:00:00,320,1,no info,5761
Indigo,2019-03-03,Mumbai,Hyderabad,09:10:00,10:40:00,90,0,no info,5755
Jet Airways,2019-06-06,Kolkata,Banglore,20:25:00,18:00:00,1295,1,in-flight meal not included,10539
Air Asia,2019-06-12,Kolkata,Banglore,22:40:00,10:40:00,720,1,no info,5192
Multiple Carriers,2019-05-27,Delhi,Cochin,11:30:00,21:00:00,570,1,no info,13587
Jet Airways,2019-05-09,Kolkata,Banglore,18:55:00,09:20:00,865,1,in-flight meal not included,9663
Jet Airways,2019-03-15,Banglore,New Delhi,22:55:00,05:05:00,370,1,no info,27210
Multiple Carriers,2019-05-09,Delhi,Cochin,07:30:00,19:15:00,705,1,no info,8266
Jet Airways,2019-06-27,Delhi,Cochin,19:15:00,12:35:00,1040,1,in-flight meal not included,10262
Spicejet,2019-06-27,Mumbai,Hyderabad,13:15:00,14:45:00,90,0,no info,2017
Multiple Carriers,2019-06-03,Delhi,Cochin,07:00:00,19:00:00,720,1,no info,12402
Air India,2019-05-09,Delhi,Cochin,10:55:00,19:15:00,500,2,no info,11753
Jet Airways,2019-06-03,Delhi,Cochin,17:30:00,19:00:00,1530,1,no info,14714
Jet Airways,2019-05-15,Banglore,Delhi,18:55:00,22:00:00,185,0,no info,7229
Jet Airways,2019-05-27,Delhi,Cochin,18:15:00,19:00:00,1485,1,no info,16079
Jet Airways,2019-06-01,Mumbai,Hyderabad,10:20:00,11:50:00,90,0,no info,5678
Air Asia,2019-06-24,Banglore,Delhi,11:10:00,13:55:00,165,0,no info,3383
Indigo,2019-06-12,Banglore,Delhi,00:30:00,03:25:00,175,0,no info,3419
Air India,2019-04-21,Banglore,Delhi,13:20:00,16:10:00,170,0,no info,6121
Jet Airways,2019-06-09,Kolkata,Banglore,16:30:00,22:35:00,365,1,in-flight meal not included,10844
Jet Airways,2019-06-06,Kolkata,Banglore,21:10:00,09:20:00,730,1,in-flight meal not included,10844
Indigo,2019-04-24,Kolkata,Banglore,19:35:00,23:15:00,220,1,no info,4226
Spicejet,2019-05-12,Mumbai,Hyderabad,13:15:00,14:45:00,90,0,no check-in baggage included,2175
Air India,2019-06-01,Delhi,Cochin,10:55:00,19:15:00,500,2,no info,13013
Spicejet,2019-05-03,Mumbai,Hyderabad,22:45:00,00:15:00,90,0,no info,2227
Jet Airways,2019-06-03,Delhi,Cochin,20:55:00,04:25:00,450,1,no info,14714
Spicejet,2019-03-24,Banglore,New Delhi,09:35:00,12:30:00,175,0,no check-in baggage included,6205
Indigo,2019-05-03,Banglore,Delhi,23:30:00,02:20:00,170,0,no info,4591
Indigo,2019-06-15,Delhi,Cochin,09:15:00,21:00:00,705,1,no info,6838
Multiple Carriers,2019-06-01,Delhi,Cochin,08:45:00,19:15:00,630,1,no info,10261
Jet Airways,2019-05-21,Delhi,Cochin,05:30:00,19:00:00,810,2,no info,15129
Air India,2019-06-15,Kolkata,Banglore,20:45:00,23:20:00,155,0,no info,4145
Goair,2019-05-24,Kolkata,Banglore,16:40:00,00:15:00,455,1,no info,8855
Indigo,2019-03-15,Banglore,New Delhi,13:00:00,15:50:00,170,0,no info,6144
Multiple Carriers,2019-05-18,Delhi,Cochin,03:50:00,12:35:00,525,1,no info,10197
Air India,2019-05-24,Kolkata,Banglore,16:50:00,13:45:00,1255,2,no info,12802
Jet Airways,2019-06-09,Delhi,Cochin,09:40:00,19:00:00,560,2,no info,13014
Jet Airways,2019-06-06,Banglore,Delhi,18:55:00,22:00:00,185,0,in-flight meal not included,7229
Vistara,2019-04-01,Kolkata,Banglore,20:20:00,20:20:00,1440,1,no info,8452
Spicejet,2019-06-09,Kolkata,Banglore,11:35:00,18:50:00,435,1,no info,8479
Indigo,2019-03-24,Banglore,New Delhi,01:30:00,04:15:00,165,0,no info,4238
Air India,2019-03-15,Banglore,New Delhi,13:50:00,22:10:00,500,1,no info,9166
Indigo,2019-03-06,Kolkata,Banglore,21:25:00,00:05:00,160,0,no info,4778
Indigo,2019-03-27,Delhi,Cochin,06:40:00,21:20:00,880,2,no info,6494
Vistara,2019-03-24,Banglore,New Delhi,16:00:00,18:35:00,155,0,no info,5613
Indigo,2019-06-24,Delhi,Cochin,09:15:00,01:30:00,975,1,no info,6628
Indigo,2019-05-21,Delhi,Cochin,10:35:00,01:30:00,895,1,no info,6794
Air Asia,2019-05-21,Kolkata,Banglore,09:45:00,12:15:00,150,0,no info,4409
Jet Airways,2019-05-01,Kolkata,Banglore,21:10:00,04:40:00,450,1,in-flight meal not included,10844
Goair,2019-05-24,Banglore,Delhi,07:45:00,10:40:00,175,0,no info,3419
Air India,2019-05-24,Mumbai,Hyderabad,13:55:00,15:25:00,90,0,no info,3100
Indigo,2019-05-24,Banglore,Delhi,01:30:00,04:15:00,165,0,no info,3419
Indigo,2019-03-09,Banglore,New Delhi,10:30:00,13:20:00,170,0,no info,6860
Jet Airways,2019-05-21,Delhi,Cochin,05:30:00,12:35:00,425,2,no info,16274
Jet Airways,2019-04-27,Banglore,Delhi,07:10:00,10:10:00,180,0,no info,7229
Air India,2019-06-12,Delhi,Cochin,21:00:00,07:40:00,640,1,no info,8372
Air India,2019-05-24,Kolkata,Banglore,09:25:00,01:20:00,955,2,no info,12718
Jet Airways,2019-06-06,Delhi,Cochin,19:45:00,19:00:00,1395,1,in-flight meal not included,10262
Jet Airways,2019-05-27,Banglore,Delhi,18:55:00,22:00:00,185,0,no info,7229
Indigo,2019-06-24,Chennai,Kolkata,11:35:00,14:00:00,145,0,no info,3858
Air India,2019-06-27,Delhi,Cochin,10:55:00,19:15:00,500,2,no info,11753
Air India,2019-05-27,Delhi,Cochin,22:00:00,19:15:00,1275,2,no info,10231
Jet Airways,2019-05-18,Kolkata,Banglore,16:30:00,04:40:00,730,1,no info,13941
Jet Airways,2019-05-27,Delhi,Cochin,13:25:00,04:25:00,900,2,no info,16704
Indigo,2019-03-21,Delhi,Cochin,09:10:00,15:30:00,380,1,no info,9709
Jet Airways,2019-05-24,Kolkata,Banglore,09:35:00,14:25:00,1730,1,no info,12121
Jet Airways,2019-05-12,Kolkata,Banglore,08:25:00,04:40:00,1215,1,no info,13941
Multiple Carriers,2019-06-09,Delhi,Cochin,10:35:00,19:00:00,505,1,no info,11098
Jet Airways,2019-05-01,Kolkata,Banglore,20:25:00,21:05:00,1480,1,no info,12121
Air India,2019-03-12,Banglore,New Delhi,00:30:00,08:45:00,495,1,no info,13492
Jet Airways,2019-05-18,Kolkata,Banglore,16:30:00,23:35:00,425,1,in-flight meal not included,10844
Air Asia,2019-06-01,Delhi,Cochin,16:45:00,07:10:00,865,1,no info,11410
Multiple Carriers,2019-06-12,Delhi,Cochin,13:00:00,21:00:00,480,1,no info,7408
Indigo,2019-03-21,Chennai,Kolkata,19:35:00,21:55:00,140,0,no info,3384
Jet Airways,2019-06-24,Delhi,Cochin,19:15:00,04:25:00,550,1,in-flight meal not included,10262
Air India,2019-03-03,Delhi,Cochin,14:10:00,17:10:00,180,0,no info,7931
Air India,2019-06-18,Delhi,Cochin,14:05:00,17:55:00,230,0,no info,5201
Jet Airways,2019-05-12,Kolkata,Banglore,06:30:00,12:00:00,330,1,no info,13941
Multiple Carriers,2019-06-24,Delhi,Cochin,08:30:00,19:00:00,630,1,no info,10877
Indigo,2019-05-27,Delhi,Cochin,15:00:00,01:30:00,630,1,no info,6628
Multiple Carriers,2019-05-09,Delhi,Cochin,08:30:00,19:00:00,630,1,no info,9627
Air India,2019-05-15,Delhi,Cochin,18:05:00,21:10:00,185,0,no info,6094
Jet Airways,2019-06-27,Delhi,Cochin,18:15:00,12:35:00,1100,1,in-flight meal not included,10262
Indigo,2019-03-09,Banglore,New Delhi,21:20:00,00:15:00,175,0,no info,6144
Jet Airways,2019-06-12,Kolkata,Banglore,14:05:00,08:15:00,1090,1,no info,13044
Air India,2019-03-27,Delhi,Cochin,09:45:00,08:15:00,1350,1,no info,7416
Spicejet,2019-03-03,Delhi,Cochin,15:55:00,21:55:00,360,1,no info,11349
Jet Airways,2019-06-09,Delhi,Cochin,05:30:00,12:35:00,425,2,no info,14441
Air India,2019-03-03,Banglore,New Delhi,00:30:00,08:45:00,495,1,no info,11392
Air India,2019-05-09,Kolkata,Banglore,09:25:00,13:45:00,1700,2,no info,12592
Jet Airways,2019-05-03,Banglore,Delhi,07:10:00,10:10:00,180,0,no info,7229
Jet Airways,2019-03-24,Kolkata,Banglore,21:10:00,08:10:00,660,1,no info,14231
Indigo,2019-04-27,Banglore,Delhi,21:15:00,00:15:00,180,0,no info,3943
Vistara,2019-04-01,Kolkata,Banglore,17:00:00,09:05:00,965,1,no info,8662
Spicejet,2019-06-09,Banglore,Delhi,05:55:00,08:35:00,160,0,no info,3625
Air India,2019-06-06,Delhi,Cochin,10:55:00,07:40:00,1245,2,no info,11753
Indigo,2019-05-03,Banglore,Delhi,01:30:00,04:15:00,165,0,no info,3943
Spicejet,2019-06-18,Chennai,Kolkata,17:45:00,20:05:00,140,0,no check-in baggage included,3543
Indigo,2019-03-21,Delhi,Cochin,04:45:00,15:30:00,645,1,no info,7738
Indigo,2019-06-03,Chennai,Kolkata,22:05:00,00:25:00,140,0,no info,5277
Air India,2019-05-21,Banglore,Delhi,10:00:00,12:45:00,165,0,no info,6961
Multiple Carriers,2019-03-03,Delhi,Cochin,08:00:00,15:30:00,450,1,no info,17057
Indigo,2019-03-06,Kolkata,Banglore,20:25:00,23:05:00,160,0,no info,4778
Multiple Carriers,2019-05-27,Delhi,Cochin,07:05:00,22:30:00,925,1,no info,9856
Indigo,2019-06-27,Delhi,Cochin,06:40:00,21:00:00,860,1,no info,6093
Vistara,2019-06-27,Banglore,Delhi,21:00:00,23:50:00,170,0,no info,4878
Spicejet,2019-06-12,Kolkata,Banglore,08:35:00,17:15:00,520,1,no info,7189
Jet Airways,2019-06-09,Kolkata,Banglore,06:30:00,16:20:00,590,1,no info,14571
Air India,2019-05-12,Delhi,Cochin,18:05:00,21:10:00,185,0,no info,6304
Air India,2019-06-24,Delhi,Cochin,14:25:00,19:15:00,1730,2,no info,13381
Indigo,2019-03-21,Chennai,Kolkata,05:15:00,07:35:00,140,0,no info,4326
Indigo,2019-04-15,Kolkata,Banglore,15:15:00,20:05:00,290,1,no info,4775
Multiple Carriers,2019-06-06,Delhi,Cochin,12:50:00,01:30:00,760,1,no info,6795
Spicejet,2019-06-21,Mumbai,Hyderabad,22:45:00,00:15:00,90,0,no info,2017
Indigo,2019-05-21,Mumbai,Hyderabad,12:00:00,13:30:00,90,0,no info,2754
Jet Airways,2019-03-06,Delhi,Cochin,09:00:00,04:25:00,1165,1,no info,15764
Spicejet,2019-05-27,Chennai,Kolkata,08:20:00,10:35:00,135,0,no info,3597
Vistara,2019-06-09,Kolkata,Banglore,20:20:00,20:20:00,1440,1,no info,8085
Jet Airways,2019-06-24,Delhi,Cochin,18:15:00,04:25:00,610,1,in-flight meal not included,10262
Spicejet,2019-05-09,Mumbai,Hyderabad,22:45:00,00:15:00,90,0,no info,2017
Multiple Carriers,2019-05-21,Delhi,Cochin,19:00:00,01:30:00,390,1,no info,7888
Jet Airways,2019-05-27,Delhi,Cochin,07:05:00,12:35:00,330,1,in-flight meal not included,12898
Air India,2019-05-18,Kolkata,Banglore,12:00:00,11:10:00,1390,2,no info,10676
Multiple Carriers,2019-05-27,Delhi,Cochin,09:45:00,22:30:00,765,1,no info,10486
Jet Airways,2019-06-27,Delhi,Cochin,13:00:00,19:00:00,360,1,in-flight meal not included,10262
Spicejet,2019-05-18,Chennai,Kolkata,17:45:00,20:05:00,140,0,no check-in baggage included,3543
Jet Airways,2019-03-21,Banglore,New Delhi,09:45:00,15:55:00,370,1,in-flight meal not included,7280
Air India,2019-05-18,Kolkata,Banglore,09:25:00,01:20:00,955,2,no info,11668
Jet Airways,2019-06-01,Banglore,Delhi,07:10:00,10:10:00,180,0,in-flight meal not included,7229
Air India,2019-06-09,Delhi,Cochin,09:45:00,23:00:00,795,1,no info,8907
Indigo,2019-05-27,Delhi,Cochin,02:00:00,07:45:00,345,1,no info,6147
Multiple Carriers,2019-06-03,Delhi,Cochin,08:45:00,19:00:00,615,1,no info,12524
Jet Airways,2019-06-12,Kolkata,Banglore,14:05:00,12:00:00,1315,1,in-flight meal not included,8529
